SEQ,IDW,MIDW,W,ID,HV,HD,IC_BAR,MAX_IC,I_ORB,MAX_ORB,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCY5,SCY6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCY5,BCY6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCY5,VCY6,VPC4,VPC5,VPC6,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,J,JB,JX,JY,EDH,ED,VOL,HOMO,HOMO1,LUMO,LUMO1,HF,IP,DM,AZV1,AZV2,AZV3,AZV4,AZV5,ASV1,ASV2,ASV3,ASV4,ASV5,DSV1,DSV2,DSV3,DSV4,DSV5,AZS1,AZS2,ASZ1,ASZ2,ASZ3,ASZ4,ASZ5,DN2S1,DN2S2,DN2S3,DN2S4,DN2S5,DN211,DN212,DN213,DN214,DN215,AS11,AS12,AS13,AS14,AS15,DS11,DS12,DS13,DS14,DS15,ASN1,ASN2,ASN3,ASN4,ASN5,DSN1,DSN2,DSN3,DSN4,DSN5,DN2N1,DN2N2,DN2N3,DN2N4,DN2N5,ANS1,ANS2,ANV1,ANV2,ANV3,ANV4,ANV5,AZN1,AZN2,AZN3,AZN4,AZN5,ANZ1,ANZ2,ANZ3,ANZ4,ANZ5,AN11,AN12,AN13,AN14,AN15,DSZ1,DSZ2,DSZ3,DSZ4,DSZ5,ANN1,ANN2,ANN3,ANN4,ANN5,DN2Z1,DN2Z2,DN2Z3,DN2Z4,DN2Z5,SMILES,ACT
47.0000,7.5495,1.9890,5.7104,1.5560,1.2931,1.5094,1.0818,1.3863,1.3368,1.0986,4.2627,4.3820,0.8390,1.1988,1.3689,1.5145,1.5145,1.5145,1.5145,0.2469,0.4008,0.4849,0.5625,0.5625,0.5625,0.5625,1.4784,1.2194,1.0185,0.7673,0.7673,0.7673,0.7673,2.3948,2.0482,1.9550,1.7265,1.5724,1.3885,0.9869,0.6476,0.0000,0.0797,0.0000,0.0000,0.1544,0.9712,1.2505,1.5213,2.2637,1.7738,1.5558,1.2146,0.9742,0.7386,0.4233,0.4055,0.0000,0.0276,0.0000,0.0000,0.0545,0.5487,0.6591,0.7538,2.1718,1.6993,1.4472,1.1337,0.8904,0.6632,0.3521,0.3067,0.0000,0.0276,0.0000,0.0000,0.0545,0.4568,0.5504,0.6249,2.7081,2.7726,3.0445,3.2189,3.4340,3.6109,3.4340,3.4012,3.2189,3.1355,2.5649,1.0512,1.2505,1.2453,1.2519,7.2785,5.8424,5.1041,-8.0768,-8.1826,0.3958,0.9288,54.3635,8.0768,1.4110,1.5161,0.7163,2.0660,4.0736,1.4390,0.1143,0.0016,0.8041,7.7201,0.0933,0.1074,0.0015,0.7758,7.9090,0.0802,10.3960,18.1621,0.3198,0.0179,1.1473,6.7214,0.2587,6.1509,9.6612,4.4059,0.3687,6.1497,0.0570,0.0002,0.6450,8.1765,0.0570,0.0584,0.0004,0.6231,8.5215,0.0470,0.0554,0.0004,0.6004,8.7093,0.0409,0.6105,0.0796,1.4435,5.8851,0.5151,0.5865,0.0829,1.4058,6.0724,0.4606,0.5995,0.0471,1.4793,5.5411,0.5991,9.7776,16.9186,1.0420,0.2356,1.7910,4.7139,1.0029,3.2098,3.7312,2.9561,2.3130,3.2053,1.8482,1.1205,2.2661,3.7285,1.8438,0.6254,0.0526,1.5011,5.5076,0.6248,0.3067,0.0194,1.1124,6.9228,0.2264,2.5776,2.4506,2.6424,2.9199,2.5765,0.3073,0.0092,1.1766,6.3797,0.3069,Nc1cccc(,-1.30
48.0000,8.0070,2.0688,6.0753,1.6174,1.2784,1.5784,1.1197,1.7918,1.4775,1.3863,4.6151,4.8283,0.7715,1.1455,1.3177,1.4969,1.5849,1.6138,1.6138,0.2167,0.3688,0.4504,0.5429,0.5917,0.6081,0.6081,1.5358,1.2983,1.1227,0.8502,0.6570,0.5800,0.5800,2.5181,2.2328,2.1812,2.0792,2.0346,1.9513,1.6938,0.7784,0.0000,0.2303,0.0000,0.0000,0.2111,1.3579,1.8839,2.3912,2.3538,1.9020,1.6929,1.4346,1.2533,1.0505,0.7557,0.4460,0.0000,0.0742,0.0000,0.0000,0.0686,0.7362,1.0032,1.2556,2.3296,1.9109,1.7142,1.5010,1.3292,1.1388,0.8316,0.4415,0.0000,0.0944,0.0000,0.0000,0.0834,0.7953,1.0889,1.3752,2.8904,3.0445,3.4340,3.8067,4.2047,4.5539,4.6728,4.8598,5.0039,5.1648,5.0304,0.9761,1.2387,1.2369,1.2390,7.4198,6.1965,5.1924,-7.7951,-8.0980,-1.0002,0.0877,79.1868,7.7951,1.8830,1.7372,0.8801,2.2824,4.2839,1.6887,0.1047,0.0011,0.8344,8.3138,0.0873,0.0979,0.0010,0.8091,8.4245,0.0788,10.7301,18.6363,0.2777,0.0112,1.1528,7.4306,0.2181,6.0122,9.1898,4.4330,0.6042,6.0104,0.0488,0.0001,0.6534,8.8191,0.0488,0.0502,0.0003,0.6293,9.2226,0.0395,0.0474,0.0003,0.6081,9.3631,0.0351,0.6286,0.0744,1.5289,6.3910,0.5214,0.6021,0.0751,1.4931,6.5312,0.4750,0.6154,0.0417,1.5690,5.9883,0.6152,9.9479,17.0638,1.1154,0.2342,1.9243,5.0956,1.0893,3.5706,4.2739,3.2270,2.4083,3.5662,1.8456,0.9861,2.3528,4.1877,1.8437,0.6309,0.0445,1.5822,5.9697,0.6306,0.2651,0.0118,1.1202,7.5833,0.1943,2.7694,2.6506,2.8296,3.1765,2.7688,0.2646,0.0054,1.1844,7.0258,0.2644,Nc1cc2cc,3.50
49.0000,6.3793,1.8485,4.7095,1.4282,1.1429,1.3985,0.8633,1.6094,1.3143,1.0986,3.8918,4.0073,1.0335,1.3218,1.3545,1.3863,1.4469,1.4469,1.4469,0.3736,0.5235,0.5417,0.5596,0.5944,0.5944,0.5944,1.1597,0.8109,0.7538,0.6931,0.5596,0.5596,0.5596,2.1661,1.7244,1.6845,1.4686,1.2107,0.8351,0.5295,0.6694,0.0000,0.2406,0.0000,0.0000,0.0545,1.1006,1.3081,1.4533,2.0986,1.5379,1.3923,1.1220,0.8118,0.4574,0.2476,0.4574,0.0000,0.1345,0.0000,0.0000,0.0208,0.7599,0.8531,0.8924,2.0251,1.4738,1.3118,1.0032,0.7457,0.3639,0.2175,0.4028,0.0000,0.0898,0.0000,0.0000,0.0208,0.6206,0.7324,0.6956,2.3979,2.3979,2.7081,2.8332,2.8904,2.8332,2.4849,1.0986,0.0000,0.0000,0.0000,1.2490,1.4612,1.4310,1.4626,6.0276,4.8976,4.8114,-8.1875,-9.6514,-0.0022,0.2042,6.1314,8.1875,0.8820,1.1678,0.5420,1.6795,3.8737,0.9412,0.1803,0.0058,0.8420,6.3732,0.1416,0.1730,0.0061,0.8086,6.5775,0.1141,10.1129,17.9939,0.5800,0.0822,1.3025,5.2494,0.5029,6.4604,10.6168,4.3930,0.1436,6.4596,0.0789,0.0007,0.6449,7.0909,0.0788,0.0970,0.0015,0.6758,7.1490,0.0824,0.0930,0.0016,0.6537,7.3042,0.0724,0.7024,0.1376,1.3997,4.8535,0.6199,0.6801,0.1459,1.3655,5.0077,0.5600,0.5992,0.0653,1.3517,4.7958,0.5989,9.9078,17.5220,0.9583,0.2795,1.5841,4.0712,0.8736,2.4551,2.5778,2.4159,2.3434,2.4090,2.1110,2.1504,2.2130,3.0647,1.9625,0.6094,0.0687,1.3594,4.8365,0.6073,0.5467,0.0776,1.2623,5.4441,0.4469,2.2399,2.0928,2.3175,2.6029,2.2358,0.5195,0.0627,1.2565,5.2872,0.4653,Nc1cc(Cl,-0.69
50.0000,8.3544,2.0821,6.4069,1.6273,1.3732,1.5862,1.2496,1.7918,1.6429,1.6094,4.5951,4.7622,0.8920,1.3520,1.5951,1.6773,1.7229,1.7450,1.7450,0.2531,0.4530,0.5800,0.6259,0.6523,0.6653,0.6653,1.5173,1.1426,0.7280,0.5002,0.3358,0.2422,0.2422,2.6172,2.2650,2.2311,2.0032,1.9237,1.7469,1.5140,0.9191,0.0000,0.1756,0.0000,0.0760,0.3060,1.3156,1.7511,2.0798,2.4920,2.0141,1.8661,1.5276,1.3483,1.0852,0.8320,0.6329,0.0000,0.0770,0.0000,0.0431,0.1398,0.8497,1.1056,1.2616,2.4121,1.9353,1.7309,1.4413,1.2562,1.0014,0.7300,0.4886,0.0000,0.0770,0.0000,0.0431,0.1398,0.7580,1.0003,1.1522,2.9444,3.0445,3.4012,3.6636,4.0073,4.2485,4.3820,4.5433,4.6634,4.5218,4.4427,0.9601,1.1092,1.1006,1.1119,7.8709,6.5338,5.3038,-7.9618,-9.3490,0.0360,0.5486,30.5190,7.9618,3.6110,1.7309,0.8894,2.2909,4.3397,1.6281,0.0758,0.0005,0.7547,8.6859,0.0617,0.0703,0.0005,0.7281,8.8111,0.0544,10.9793,19.0810,0.2197,0.0059,1.0859,7.7519,0.1735,5.9543,9.0206,4.4321,0.6574,5.9505,0.0451,0.0001,0.6474,8.9550,0.0450,0.0384,0.0002,0.5795,9.5538,0.0301,0.0360,0.0002,0.5579,9.7060,0.0265,0.5335,0.0482,1.4658,6.6646,0.4382,0.5068,0.0478,1.4277,6.8167,0.3949,0.6041,0.0376,1.5817,6.0668,0.6036,10.1455,17.4022,1.0834,0.2125,1.9219,5.1796,1.0371,3.6805,4.4439,3.3084,2.3641,3.6745,1.8806,1.0091,2.3964,4.2231,1.8748,0.6373,0.0433,1.6104,6.0176,0.6369,0.2069,0.0058,1.0525,7.9138,0.1537,2.8359,2.7296,2.8899,3.1678,2.8351,0.2516,0.0046,1.1840,7.1507,0.2509,CC(=O)Nc,1.18
51.0000,7.9257,2.0411,6.0259,1.5959,1.3226,1.5524,1.1641,1.6094,1.4171,1.3863,4.4886,4.6540,0.9002,1.2977,1.3930,1.5145,1.5313,1.5313,1.5313,0.2708,0.4485,0.4971,0.5625,0.5715,0.5715,0.5715,1.4446,1.1115,0.9832,0.7673,0.7309,0.7309,0.7309,2.4949,2.1656,2.1220,1.9481,1.8081,1.7222,1.4219,0.8083,0.0000,0.1544,0.0000,0.0000,0.1756,1.2519,1.5748,1.9820,2.3518,1.8630,1.6713,1.3501,1.0966,0.9115,0.6141,0.4886,0.0000,0.0478,0.0000,0.0000,0.0573,0.6886,0.8092,0.9858,2.2527,1.7831,1.5518,1.2473,0.9966,0.8016,0.4996,0.3723,0.0000,0.0325,0.0000,0.0000,0.0592,0.5539,0.6601,0.7943,2.8332,2.9444,3.2958,3.5553,3.8501,4.1744,4.2047,4.2905,4.4308,4.4188,4.1431,0.9810,1.2355,1.2191,1.2401,7.3444,6.1507,5.1352,-7.9012,-8.2612,-1.0670,0.1207,110.9102,7.9012,0.7310,1.6420,0.8190,2.1937,4.2319,1.5587,0.1000,0.0010,0.8018,8.1759,0.0815,0.0929,0.0010,0.7733,8.3161,0.0712,10.9261,19.0885,0.2780,0.0116,1.1358,7.2246,0.2218,6.0490,9.3246,4.4212,0.5174,6.0470,0.0508,0.0002,0.6485,8.6119,0.0507,0.0493,0.0003,0.6118,9.0413,0.0390,0.0462,0.0003,0.5892,9.1913,0.0344,0.5924,0.0670,1.4760,6.2704,0.4930,0.5638,0.0668,1.4375,6.4202,0.4448,0.6061,0.0425,1.5370,5.8421,0.6057,10.1925,17.6144,1.0819,0.2323,1.8730,4.9671,1.0426,3.4429,4.0740,3.1349,2.3774,3.4387,1.8717,1.0699,2.3385,4.0121,1.8664,0.6303,0.0472,1.5576,5.8099,0.6298,0.2633,0.0119,1.1010,7.3847,0.1963,2.7114,2.5923,2.7719,3.0813,2.7105,0.2816,0.0066,1.1876,6.8003,0.2808,Nc1ccc2n,1.12
52.0000,6.6957,1.8887,4.9767,1.4832,1.2087,1.4279,1.0378,1.3863,1.4949,1.0986,4.0431,4.1744,0.8663,1.3124,1.5112,1.6376,1.6376,1.6376,1.6376,0.2807,0.4941,0.6049,0.6806,0.6806,0.6806,0.6806,1.3533,0.9294,0.5400,0.0998,0.0998,0.0998,0.0998,2.1613,1.8500,1.7445,1.5690,1.4129,1.2837,0.8908,0.4837,0.0000,0.0797,0.0000,0.0000,0.1406,0.8294,1.0832,1.3674,2.0128,1.5522,1.3167,1.0232,0.7885,0.6087,0.3286,0.2738,0.0000,0.0247,0.0000,0.0000,0.0450,0.4128,0.4916,0.5839,1.9443,1.4960,1.2401,0.9658,0.7391,0.5475,0.2738,0.2183,0.0000,0.0218,0.0000,0.0000,0.0450,0.3563,0.4292,0.4892,2.4849,2.5649,2.8332,3.0445,3.2581,3.4657,3.2189,3.0445,2.9444,2.7726,1.0986,1.0757,1.3426,1.3313,1.3457,6.4512,5.1039,4.8097,-8.4568,-9.3560,-0.3605,0.0102,50.6835,8.4568,2.6830,1.3434,0.5972,1.8699,3.8483,1.2899,0.1610,0.0038,0.8477,6.8290,0.1403,0.1506,0.0037,0.8195,6.9640,0.1250,10.6003,18.8108,0.4354,0.0416,1.2001,5.8485,0.3675,6.3735,10.3476,4.3970,0.2022,6.3725,0.0721,0.0005,0.6455,7.4699,0.0721,0.0828,0.0010,0.6572,7.6518,0.0695,0.0783,0.0010,0.6336,7.8263,0.0609,0.6675,0.1135,1.4067,5.2587,0.5833,0.6400,0.1167,1.3694,5.4324,0.5254,0.6005,0.0598,1.3884,5.0777,0.6002,10.1677,17.9407,1.0290,0.2764,1.6860,4.2848,0.9988,2.7434,3.0142,2.6125,2.3322,2.7395,1.8215,1.2455,2.1444,3.3085,1.8160,0.6079,0.0619,1.3943,5.0843,0.6071,0.4170,0.0446,1.1639,6.0406,0.3242,2.3226,2.1658,2.4030,2.7465,2.3211,0.3798,0.0193,1.1796,5.6653,0.3791,Nc1ccc2n,-2.67
53.0000,6.4352,1.8437,4.7707,1.4372,1.2012,1.3925,1.0459,1.3863,1.4637,1.0986,3.8501,3.9512,0.8908,1.3116,1.5300,1.5777,1.5777,1.5777,1.5777,0.2829,0.4806,0.6010,0.6286,0.6286,0.6286,0.6286,1.3750,0.9858,0.5738,0.4370,0.4370,0.4370,0.4370,2.1471,1.7468,1.6178,1.4549,1.1086,0.9427,0.5805,0.5164,0.0000,0.1544,0.0000,0.0000,0.0658,0.9455,0.9685,1.1616,2.0718,1.5684,1.3276,1.0919,0.7046,0.5336,0.2844,0.3415,0.0000,0.0797,0.0000,0.0000,0.0237,0.6184,0.5613,0.6455,1.9766,1.4205,1.1703,0.9070,0.5738,0.3914,0.1681,0.2593,0.0000,0.0469,0.0000,0.0000,0.0237,0.4447,0.3988,0.4200,2.3979,2.3979,2.6391,2.7726,2.7726,2.8904,2.4849,1.6094,0.0000,0.0000,0.0000,1.2030,1.3972,1.3775,1.4032,6.6847,4.9092,4.8371,-8.1596,-9.5144,0.4839,0.6730,-23.7531,8.1596,1.7870,1.2055,0.5129,1.7393,3.7434,1.1204,0.1594,0.0038,0.8154,6.4860,0.1342,0.1485,0.0036,0.7824,6.6598,0.1121,10.5725,18.8655,0.4603,0.0470,1.1979,5.4442,0.4004,6.4511,10.5992,4.3882,0.1450,6.4497,0.0781,0.0007,0.6422,7.1031,0.0780,0.0877,0.0012,0.6522,7.2535,0.0756,0.0823,0.0012,0.6275,7.4206,0.0660,0.6507,0.1102,1.3632,4.9572,0.5795,0.6192,0.1092,1.3245,5.1234,0.5200,0.5943,0.0640,1.3477,4.8079,0.5938,10.2164,18.1367,0.9643,0.2695,1.5961,4.0858,0.9040,2.5839,2.7943,2.4878,2.2680,2.5729,1.8382,1.3525,2.1099,3.0467,1.8278,0.6085,0.0683,1.3589,4.8259,0.6070,0.4369,0.0472,1.1607,5.6266,0.3539,2.2383,2.0873,2.3170,2.5930,2.2353,0.4126,0.0261,1.1805,5.2841,0.4103,COc1ccc(,-3.00
54.0000,7.9461,2.0442,6.0426,1.5929,1.2928,1.5575,1.0730,1.6094,1.5841,1.3863,4.3944,4.5326,0.9609,1.2876,1.4734,1.6653,1.7133,1.7133,1.7133,0.2949,0.4434,0.5400,0.6481,0.6765,0.6765,0.6765,1.4076,1.1240,0.8489,0.3464,0.1432,0.1432,0.1432,2.5292,2.1613,2.0653,1.8428,1.6995,1.5140,1.1138,0.7232,0.0000,0.2311,0.0000,0.0000,0.1544,1.1737,1.5094,1.8624,2.3495,1.8334,1.5945,1.2737,1.0318,0.7839,0.4568,0.4048,0.0000,0.0723,0.0000,0.0000,0.0545,0.6297,0.7710,0.9042,2.2471,1.7537,1.4816,1.1933,0.9490,0.7080,0.3859,0.3031,0.0000,0.0516,0.0000,0.0000,0.0545,0.5200,0.6497,0.7533,2.8332,2.8904,3.1781,3.4012,3.6376,3.8067,3.6636,3.6376,3.4657,3.3673,2.8904,1.0933,1.2928,1.2742,1.2986,7.2370,6.0862,5.1405,-8.6717,-9.7494,-0.8861,-0.2651,54.9243,8.6717,3.6550,1.6007,0.7601,2.1699,4.2216,1.5118,0.0987,0.0011,0.7941,8.1590,0.0776,0.0931,0.0010,0.7666,8.3490,0.0664,10.0475,19.1510,0.2829,0.0121,1.1442,7.1062,0.2287,6.0446,9.3149,4.4192,0.4964,6.0431,0.0506,0.0002,0.6478,8.5555,0.0506,0.0502,0.0003,0.6158,8.9462,0.0397,0.0477,0.0003,0.5943,9.1143,0.0349,0.6007,0.0703,1.4827,6.1756,0.4998,0.5776,0.0731,1.4462,6.3433,0.4496,0.6048,0.0423,1.5359,5.7858,0.6044,10.9078,17.5504,1.0479,0.2146,1.8489,4.9561,1.0024,3.4441,4.0766,3.1354,2.3227,3.4396,1.8952,1.1128,2.3501,3.9424,1.8868,0.6335,0.0478,1.5604,5.7478,0.6331,0.2707,0.0130,1.1115,7.2734,0.2029,2.7179,2.6054,2.7752,3.0220,2.7170,0.2854,0.0069,1.1924,6.7404,0.2837,Nc1cccc(,-1.30
55.0000,7.5486,1.9883,5.7104,1.5560,1.3040,1.5087,1.1575,1.6094,1.5090,1.3863,4.2627,4.3944,0.8390,1.1988,1.3737,1.5678,1.6561,1.6561,1.6561,0.2469,0.4008,0.4874,0.5922,0.6429,0.6429,0.6429,1.4784,1.2194,1.0116,0.6440,0.3798,0.3798,0.3798,2.3948,2.0504,1.9382,1.7654,1.5600,1.3920,0.9791,0.6027,0.0000,0.1519,0.0000,0.0000,0.1544,1.0466,1.3064,1.5901,2.2637,1.7748,1.5435,1.2550,0.9670,0.7405,0.4194,0.3832,0.0000,0.0639,0.0000,0.0000,0.0545,0.6184,0.7110,0.8123,2.1718,1.7004,1.4372,1.1575,0.8850,0.6637,0.3500,0.2889,0.0000,0.0469,0.0000,0.0000,0.0545,0.4965,0.5805,0.6601,2.7081,2.7726,3.0445,3.2581,3.4340,3.6109,3.4340,3.4012,3.2189,2.9444,2.7081,1.0533,1.2522,1.2470,1.2536,7.2489,5.8110,5.1017,-8.2231,-8.6674,0.2496,0.5759,44.5561,8.2231,1.5580,1.5178,0.7077,2.0694,4.0718,1.4491,0.1119,0.0014,0.8003,7.7320,0.0925,0.1043,0.0013,0.7717,7.9088,0.0803,10.3712,18.9475,0.3110,0.0158,1.1410,6.7193,0.2567,6.1511,9.6618,4.4059,0.3688,6.1497,0.0570,0.0002,0.6450,8.1765,0.0570,0.0567,0.0004,0.6190,8.5201,0.0466,0.0532,0.0004,0.5959,8.7010,0.0407,0.5968,0.0713,1.4367,5.8837,0.5117,0.5685,0.0707,1.3982,6.0641,0.4588,0.5995,0.0471,1.4793,5.5411,0.5991,10.9420,17.5316,1.0423,0.2346,1.7917,4.7161,1.0047,3.2091,3.7276,2.9561,2.3100,3.2058,1.8481,1.1203,2.2661,3.7281,1.8438,0.6253,0.0526,1.5011,5.5072,0.6248,0.2952,0.0163,1.1052,6.9152,0.2253,2.5775,2.4504,2.6424,2.9196,2.5765,0.3074,0.0092,1.1767,6.3797,0.3070,Nc1ccc(c,-0.92
56.0000,7.8868,2.0438,5.9839,1.5959,1.2923,1.5562,1.0668,1.3863,1.3863,1.0986,4.4886,4.6728,0.9002,1.2977,1.4306,1.5145,1.5145,1.5145,1.5145,0.2708,0.4485,0.5170,0.5625,0.5625,0.5625,0.5625,1.4446,1.1115,0.9243,0.7673,0.7673,0.7673,0.7673,2.4949,2.1695,2.0963,1.9866,1.8444,1.6985,1.4260,0.7309,0.0000,0.2844,0.0000,0.0000,0.1756,1.3355,1.7071,2.0975,2.3518,1.8656,1.6463,1.3975,1.1356,0.8949,0.6211,0.4376,0.0000,0.1106,0.0000,0.0000,0.0573,0.7743,0.9333,1.1003,2.2527,1.7851,1.5377,1.2686,1.0160,0.7925,0.5008,0.3422,0.0000,0.0639,0.0000,0.0000,0.0592,0.5961,0.7242,0.8565,2.8332,2.9444,3.2958,3.6109,3.8918,4.1744,4.2341,4.3175,4.3438,4.4188,4.0431,1.0076,1.2644,1.2473,1.2692,7.2806,6.0868,5.1293,-7.9646,-8.7399,-1.0421,-0.4355,87.7979,7.9646,0.1070,1.6443,0.8068,2.1983,4.2292,1.5729,0.1063,0.0012,0.8178,8.1473,0.0860,0.1001,0.0012,0.7911,8.2914,0.0754,10.3708,18.8144,0.2968,0.0140,1.1576,7.1891,0.2330,6.0529,9.3318,4.4232,0.5154,6.0513,0.0511,0.0002,0.6501,8.6052,0.0511,0.0530,0.0003,0.6266,9.0066,0.0412,0.0506,0.0003,0.6052,9.1642,0.0363,0.6267,0.0807,1.5008,6.2358,0.5149,0.6045,0.0855,1.4647,6.3932,0.4648,0.6091,0.0431,1.5396,5.8354,0.6088,10.9860,17.1738,1.0822,0.2311,1.8739,4.9704,1.0450,3.4421,4.0698,3.1348,2.3738,3.4391,1.8716,1.0696,2.3385,4.0116,1.8664,0.6302,0.0471,1.5576,5.8095,0.6298,0.2855,0.0154,1.1249,7.3579,0.2062,2.7113,2.5921,2.7719,3.0809,2.7105,0.2833,0.0067,1.1901,6.7934,0.2825,Nc1cccc2,0.20
57.0000,8.1244,2.0338,6.2324,1.5974,1.4112,1.5412,1.2528,1.3863,1.2528,1.0986,4.3694,4.4659,0.9524,1.2590,1.3368,1.4093,1.4093,1.4093,1.4093,0.2859,0.4220,0.4600,0.4965,0.4965,0.4965,0.4965,1.4389,1.1897,1.0986,0.9984,0.9984,0.9984,0.9984,2.5161,2.1676,2.0578,1.8332,1.5491,1.4530,1.0303,0.6861,0.0000,0.0000,0.0000,0.0000,0.1544,0.9869,1.0550,1.2964,2.4009,1.9242,1.6995,1.3722,1.0289,0.8746,0.5470,0.4504,0.0000,0.0000,0.0000,0.0000,0.0545,0.6010,0.5844,0.6911,2.4180,2.0725,1.8842,1.6886,1.4046,1.2285,0.9574,0.4706,0.0000,0.0000,0.0000,0.0000,0.0545,0.7857,0.8646,0.9951,2.8332,2.8904,3.1355,3.2581,3.3673,3.6109,3.3673,3.2189,3.3673,3.3673,3.2189,0.9559,1.0872,1.0647,1.0835,7.5769,6.3082,5.2883,-8.0880,-8.5748,-1.1069,0.5427,71.5356,8.0880,5.7010,1.5710,0.7492,2.1477,4.3373,1.4657,0.0819,0.0007,0.7449,8.3481,0.0662,0.0760,0.0006,0.7164,8.5406,0.0567,10.5634,18.5535,0.2634,0.0094,1.1169,7.2489,0.2096,6.0215,9.2703,4.4075,0.5072,6.0190,0.0490,0.0002,0.6396,8.5937,0.0489,0.0415,0.0002,0.5737,9.1324,0.0332,0.0388,0.0002,0.5509,9.3225,0.0288,0.5176,0.0470,1.4108,6.3615,0.4316,0.4904,0.0460,1.3709,6.5512,0.3839,0.5893,0.0396,1.5223,5.8239,0.5888,11.0191,16.9787,1.0498,0.2117,1.8535,4.9618,1.0154,3.4027,4.0295,3.1086,2.4081,3.3690,2.0199,1.4594,2.3988,3.8950,1.9524,0.6334,0.0478,1.5602,5.7447,0.6330,0.2472,0.0090,1.0799,7.4691,0.1822,2.7175,2.6043,2.7751,3.0190,2.7168,0.3173,0.0116,1.2167,6.7497,0.2909,Nc1ccc(c,-1.03
58.0000,7.5038,1.9936,5.6595,1.5360,1.2363,1.5178,0.9466,1.6094,1.5090,1.3863,4.2341,4.3694,1.1490,1.4279,1.4798,1.5291,1.5763,1.5763,1.5763,0.4167,0.5653,0.5950,0.6243,0.6523,0.6523,0.6523,1.1036,0.6931,0.5755,0.4421,0.2874,0.2874,0.2874,2.4747,2.0055,1.9769,1.7265,1.4346,1.2590,0.9119,0.8746,0.0000,0.4167,0.0000,0.0000,0.0545,1.4046,1.5531,1.9270,2.2903,1.6803,1.5010,1.2033,0.8472,0.6200,0.3407,0.4898,0.0000,0.1604,0.0000,0.0000,0.0208,0.8171,0.8416,0.9966,2.2217,1.6298,1.4420,1.1493,0.8259,0.5766,0.2799,0.4504,0.0000,0.1169,0.0000,0.0000,0.0208,0.7314,0.7844,0.8953,2.7081,2.7081,3.0445,3.2189,3.3322,3.4965,3.3322,2.9444,1.9459,0.0000,0.0000,1.2977,1.5230,1.4725,1.5306,6.3223,5.7790,4.9466,-10.0015,-11.1777,-1.6671,-1.4570,33.0343,10.0015,6.2570,1.3957,0.6536,1.9610,4.2143,1.1723,0.1302,0.0024,0.8243,7.5354,0.0922,0.1261,0.0026,0.7930,7.7970,0.0732,10.7834,18.1775,0.4845,0.0626,1.2938,6.3488,0.3489,6.1551,9.6682,4.4081,0.3449,6.1545,0.0575,0.0003,0.6472,8.0904,0.0575,0.0674,0.0006,0.6562,8.2740,0.0533,0.0653,0.0006,0.6356,8.4455,0.0466,0.6813,0.1071,1.4974,5.6383,0.5691,0.6654,0.1181,1.4640,5.8093,0.5118,0.6036,0.0480,1.4828,5.4553,0.6032,11.0430,16.9569,0.9938,0.2288,1.7438,4.6731,0.9079,3.0925,3.5360,2.8887,2.3711,3.0399,2.1909,2.2620,2.3918,3.6194,2.0108,0.6305,0.0539,1.5052,5.4464,0.6294,0.4638,0.0661,1.2461,6.6094,0.2924,2.5876,2.4727,2.6472,2.8619,2.5855,0.4182,0.0382,1.2632,6.2563,0.3543,Nc1c(Br),-0.54
